JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	Result	Control	Discipline	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	DispEpoch	DispPeri	DispApo	DispInc	Comment
F00466	1968-F03	[Zond-5]	1968 Apr 22	1968 Apr 22	1968 Apr 22	1968 Apr 22	-	L-1		-	-	C	SS	U	-	PL	-	-					-	0	0	0.00	Lunar spaceship test
F00469	1968-F04	Thor Agena	1968 May 18	1968 May 18	1968 May 18	1968 May 18	-	Nimbus		-	-	C	MET	U	-	-	US	A/AC.105/INF.193					-	0	0	0.00	-
F00470	1968-F04	EGRS 10	1968 May 18	1968 May 18	1968 May 18	1968 May 18	-	Secor II		-	-	D	GEOD	U	-	GEOD	-	-					-	0	0	0.00	Operational geodesy
F00472	1968-F05	Kosmos	1968 Jun  4	1968 Jun  4	1968 Jun  4	1968 Jun  4	-	Sfera		-	-	D	GEOD	U	-	GEOD	-	-					-	0	0	0.00	Operational geodesy
F00474	1968-F06	Kosmos	1968 Jun 15	1968 Jun 15	1968 Jun 15	1968 Jun 15	-	Strela-2		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F00476	1968-F07	UVR	1968 Aug 16	1968 Aug 16	1968 Aug 16	1968 Aug 16	-	STP1		-	-	C	SCI	U	-	ATM	-	-					-	0	0	0.00	Atmospheric background
F00478	1968-F07	EGRS 11	1968 Aug 16	1968 Aug 16	1968 Aug 16	1968 Aug 16	-	Secor II		-	-	D	GEOD	U	-	GEOD	-	-					-	0	0	0.00	Operational geodesy
F00479	1968-F07	EGRS 12	1968 Aug 16	1968 Aug 16	1968 Aug 16	1968 Aug 16	-	Secor II		-	-	D	GEOD	U	-	GEOD	-	-					-	0	0	0.00	Operational geodesy
F00480	1968-F07	OV5-8	1968 Aug 16	1968 Aug 16	1968 Aug 16	1968 Aug 16	-	ORS III		-	-	D	TECH	U	-	-	-	-					-	0	0	0.00	Vacuum friction
F00481	1968-F07	Radcat	1968 Aug 16	1968 Aug 16	1968 Aug 16	1968 Aug 16	-	Radcat		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00482	1968-F07	LCS 3	1968 Aug 16	1968 Aug 16	1968 Aug 16	1968 Aug 16	-	LCS		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00483	1968-F07	Orbiscal 1	1968 Aug 16	1968 Aug 16	1968 Aug 16	1968 Aug 16	-	Orbiscal		-	-	C	SCI	U	-	ION	-	-					-	0	0	0.00	Ionosphere beacon
F00485	1968-F07	LIDOS	1968 Aug 16	1968 Aug 16	1968 Aug 16	1968 Aug 16	-	NNS P		-	-	D	GEOD	U	-	GEOD	-	-					-	0	0	0.00	Doppler geodesy beacon
F00486	1968-F07	RM-18	1968 Aug 16	1968 Aug 16	1968 Aug 16	1968 Aug 16	-	STP1		-	-	C	SCI	U	-	ATM	-	-					-	0	0	0.00	Atmospheric background
F00488	1968-F07	AVL-802 Mylar Sphere	1968 Aug 16	1968 Aug 16	1968 Aug 16	1968 Aug 16	-	STP1		-	-	C	SCI	U	-	ATM	-	-					-	0	0	0.00	Atmospheric density
F00489	1968-F07	AVL-802 Grid Sphere 7-1	1968 Aug 16	1968 Aug 16	1968 Aug 16	1968 Aug 16	-	STP1		-	-	C	SCI	U	-	ATM	-	-					-	0	0	0.00	Atmospheric density
F00490	1968-F07	AVL-802 Grid Sphere 7-2	1968 Aug 16	1968 Aug 16	1968 Aug 16	1968 Aug 16	-	STP1		-	-	C	SCI	U	-	ATM	-	-					-	0	0	0.00	Atmospheric density
F00491	1968-F07	AVL-802 Rigid Sphere	1968 Aug 16	1968 Aug 16	1968 Aug 16	1968 Aug 16	-	STP1		-	-	C	SCI	U	-	ATM	-	-					-	0	0	0.00	Atmospheric density
F00498	1968-F08	Delta	1968 Sep 19	1968 Sep 19	1968 Sep 19	1968 Sep 19	-	Int3		-	-	C	COM	U	-	-	US	A/AC.105/INF.197					-	0	0	0.00	-
F00501	1968-F09	STV 5	1968 Nov 29	1968 Nov 29	1968 Nov 29	1968 Nov 29 2328	-	STV		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00506	1969-F01	[Zond-7]	1969 Jan 20	1969 Jan 20	1969 Jan 20	1969 Jan 20	-	L-1		-	-	C	SS	U	-	PL	-	-					-	0	0	0.00	Lunar spaceship test
F00511	1969-U03	[Kosmos]	1969 Jan 25	1969 Jan 25	1969 Jan 25	1969 Jan 25	-	US-A		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
F00514	1969-F03	[Meteor]	1969 Feb  1	1969 Feb  1	1969 Feb  1	1969 Feb  1	-	Meteor B		-	-	D	MET	U	-	-	-	-					-	0	0	0.00	-
F00518	1969-F04	[Luna-15]	1969 Feb 19	1969 Feb 19	1969 Feb 19	1969 Feb 19	-	E-8		-	-	C	PLAN	U	-	PL	-	-					-	0	0	0.00	Lunar probe
F00519	1969-F04	[Lunokhod]	1969 Feb 19	1969 Feb 19	1969 Feb 19	1969 Feb 19	-	8EL		-	-	C	PLAN	U	-	PL	-	-					-	0	0	0.00	Lunar rover
F00525	1969-F05	L-1S No. 3  11F92	1969 Feb 21	1969 Feb 21	1969 Feb 21	1969 Feb 21	-	L-1S		-	-	C	SS	U	-	-	-	-					-	0	0	0.00	-
F00532	1969-F06	[Mars-2]	1969 Mar 27	1969 Mar 27	1969 Mar 27	1969 Mar 27	-	3M		-	-	C	PLAN	U	-	PL	-	-					-	0	0	0.00	Mars probe
F00536	1969-F07	[Mars-2]	1969 Apr  2	1969 Apr  2	1969 Apr  2	1969 Apr  2	-	3M		-	-	C	PLAN	U	-	PL	-	-					-	0	0	0.00	Mars probe
F00540	1969-F08	[Luna-15]	1969 Jun 14	1969 Jun 14	1969 Jun 14	1969 Jun 14	-	E-8-5		-	-	C	PLAN	U	-	PL	-	-					-	0	0	0.00	Lunar sample return
F00542	1969-F08	[VA]	1969 Jun 14	1969 Jun 14	1969 Jun 14	1969 Jun 14	-	E-8-5 VA		-	-	C	PLAN/RV	U	-	-	-	-					-	0	0	0.00	-
F00546	1969-F09	Instrument package	1969 Jul  2	1969 Jul  2	1969 Jul  2	1969 Jul  2	-	ELDO P		-	-	C	TECH	U	-	-	-	-					-	0	0	0.00	-
F00547	1969-F09	STV 6	1969 Jul  2	1969 Jul  2	1969 Jul  2	1969 Jul  2	-	STV		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00550	1969-F10	L-1S No. 5	1969 Jul  3	1969 Jul  3	1969 Jul  3	1969 Jul  3	-	L-1S		-	-	C	SS	U	-	-	-	-					-	0	0	0.00	-
F00556	1969-F11	Kosmos	1969 Jul 23	1969 Jul 23	1969 Jul 23	1969 Jul 23	-	DS-P1-Yu A		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00559	1969-F12	TETR C	1969 Aug 27	1969 Aug 27	1969 Aug 27	1969 Aug 27	-	TTS		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00560	1969-F12	Delta	1969 Aug 27	1969 Aug 27	1969 Aug 27	1969 Aug 27	-	Solar Pioneer		-	-	C	PLAN	U	-	P/F	US	A/AC.105/INF.217					-	0	0	0.00	Solar wind monitor
F00562	1969-F13	L-4S-4	1969 Sep 22	1969 Sep 22	1969 Sep 22	1969 Sep 22	-	L-4S		-	-	C	TECH	U	-	-	-	-					-	0	0	0.00	-
F00566	1969-F14	[Kosmos-313]	1969 Nov 28	1969 Nov 28	1969 Nov 28	1969 Nov 28	-	L-1e		-	-	C	SS	U	-	-	-	-					-	0	0	0.00	-
F00569	1969-F15	Kosmos	1969 Dec 27	1969 Dec 27	1969 Dec 27	1969 Dec 27	-	ISTN		-	-	C	SCI	U	-	ION	-	-					-	0	0	0.00	Ionospheric beacon
F00571	1970-F01	Kosmos	1970 Jan 30	1970 Jan 30	1970 Jan 30	1970 Jan 30	-	DS-P1-I		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00575	1970-F02	[Luna-16]	1970 Feb  6	1970 Feb  6	1970 Feb  6	1970 Feb  6	-	E-8-5		-	-	C	PLAN	U	-	PL	-	-					-	0	0	0.00	Lunar sample return
F00577	1970-F02	VA	1970 Feb  6	1970 Feb  6	1970 Feb  6	1970 Feb  6	-	E-8-5 VA		-	-	C	PLAN/RV	U	-	-	-	-					-	0	0	0.00	-
F00581	1970-F03	Kosmos	1970 May 22	1970 May 22	1970 May 22	1970 May 22	-	DS-P1-Yu A		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00583	1970-U02	STV 7	1970 Jun 12	1970 Jun 12	1970 Jun 12	1970 Jun 12	-	STV		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00585	1970-F05	Kosmos	1970 Jun 27	1970 Jun 27	1970 Jun 27	1970 Jun 27	-	Strela-2M		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F00587	1970-F06	[Kosmos]	1970 Jul 21	1970 Jul 21	1970 Jul 21	1970 Jul 21	-	Zenit-4		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00590	1970-F07	R-2	1970 Sep  2	1970 Sep  2	1970 Sep  2	1970 Sep  2	-	UKX		-	-	C	TECH	U	-	-	-	-					-	0	0	0.00	-
F00591	1970-F07	Orba	1970 Sep  2	1970 Sep  2	1970 Sep  2	1970 Sep  2	-	UKX		-	-	C	SCI	U	-	ATM	-	-					-	0	0	0.00	Air density sphere
F00593	1970-F08	MS-F1	1970 Sep 25	1970 Sep 25	1970 Sep 25	1970 Sep 25	-	Mu Early		-	-	C	SCI	U	-	ION/P*	-	-					-	0	0	0.00	Ionosphere/particles
F00597	1970-U03	Atlas/Centaur	1970 Nov 30	1970 Nov 30	1970 Nov 30	1970 Nov 30	-	OAO		-	-	C	AST	U	-	UVA*	US	A/AC.105/INF.227					-	0	0	0.00	1-meter telescope
F00599	1970-F10	Kosmos	1970 Dec 22	1970 Dec 22	1970 Dec 22	1970 Dec 22	-	DS-P1-M		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00601	1971-F01	Thor/Agena	1971 Feb 17	1971 Feb 17	1971 Feb 17	1971 Feb 17	-	CORONA CR		-	-	D	IMG	U	-	-	US	A/AC.105/INF.230					-	0	0	0.00	-
F00603	1971-F01	SRV 825	1971 Feb 17	1971 Feb 17	1971 Feb 17	1971 Feb 17	-	SRV		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F00605	1971-F01	SRV 826	1971 Feb 17	1971 Feb 17	1971 Feb 17	1971 Feb 17	-	SRV		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F00607	1971-F01	SS C3	1971 Feb 17	1971 Feb 17	1971 Feb 17	1971 Feb 17	-	P801		-	-	D	SIG	N	-	-	-	-					-	0	0	0.00	-
F00608	1971-F01	Doppler Beacon 4	1971 Feb 17	1971 Feb 17	1971 Feb 17	1971 Feb 17	-	ARPL		-	-	D	TECH	N	-	-	-	-					-	0	0	0.00	-
F00610	1971-F03	[Kosmos]	1971 Mar  5	1971 Mar  5	1971 Mar  5	1971 Mar  5	-	Zenit-2M		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00612	1971-F03	[Nauka]	1971 Mar  5	1971 Mar  5	1971 Mar  5	1971 Mar  5	-	Nauka 2KS		-	-	C	SCI	N	-	-	-	-					-	0	0	0.00	-
F00614	1971-F02	Kosmos	1971 Mar  5	1971 Mar  5	1971 Mar  5	1971 Mar  5	-	DS-P1-Yu C		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00616	1971-F04	Atlas Centaur	1971 May  9	1971 May  9	1971 May  9	1971 May  9	-	Mariner		-	-	C	PLAN	U	-	PL	US	A/AC.105/INF.235					-	0	0	0.00	Mars orbiter
F00618	1971-F05	[Kosmos]	1971 Jun 25	1971 Jun 25	1971 Jun 25	1971 Jun 25	-	Zenit-4M		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00626	1971-F06	LK	1971 Jun 26	1971 Jun 26	1971 Jun 26	1971 Jun 26	-	LK		-	-	C	SS	U	-	-	-	-					-	0	0	0.00	-
F00628	1971-F06	LOK	1971 Jun 26	1971 Jun 26	1971 Jun 26	1971 Jun 26	-	LOK		-	-	C	SS	U	-	-	-	-					-	0	0	0.00	-
F00632	1971-F07	Kosmos	1971 Jul 22	1971 Jul 22	1971 Jul 22	1971 Jul 22	-	Tselina-OM		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
F00634	1971-F08	Kosmos	1971 Aug  3	1971 Aug  3	1971 Aug  3	1971 Aug  3	-	DS-P1-Yu A		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00636	1971-F09	[Kosmos]	1971 Aug 19	1971 Aug 19	1971 Aug 19	1971 Aug 19	-	Zenit-2M		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00642	1971-F10	STV 4	1971 Nov  5	1971 Nov  5	1971 Nov  5	1971 Nov  5	-	STV		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00644	1971-F12	[Kosmos]	1971 Dec  3	1971 Dec  3	1971 Dec  3	1971 Dec  3	-	Zenit-2M		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00646	1971-F12	[Nauka]	1971 Dec  3	1971 Dec  3	1971 Dec  3	1971 Dec  3	-	Nauka 5KS		-	-	D	TECH	U	-	-	-	-					-	0	0	0.00	-
F00648	1971-F13	AFP-827	1971 Dec  4	1971 Dec  4	1971 Dec  4	1971 Dec  4	-	CANYON		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
F00650	1971-F14	D-2A Polaire	1971 Dec  5	1971 Dec  5	1971 Dec  5	1971 Dec  5	-	Diamant Ast		-	-	C	AST	U	-	UVA*	-	-					-	0	0	0.00	Geocoronal study
F00652	1972-F01	Titan IIIB/Agena	1972 Feb 16	1972 Feb 16	1972 Feb 16	1972 Feb 16	-	Jumpseat		-	-	D	SIG	U	-	-	US	A/AC.105/INF.253					-	0	0	0.00	-
F00654	1972-F02	Kosmos	1972 Apr 25	1972 Apr 25	1972 Apr 25	1972 Apr 25	-	DS-P1-Yu A		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00657	1972-F03	Titan IIIB/Agena	1972 May 20	1972 May 20	1972 May 20	1972 May 20	-	KH8C		-	-	D	IMG	U	-	-	US	A/AC.105/INF.258					-	0	0	0.00	-
F00659	1972-F03	SRV-1	1972 May 20	1972 May 20	1972 May 20	1972 May 20	-	SRV		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F00661	1972-F03	SRV-2	1972 May 20	1972 May 20	1972 May 20	1972 May 20	-	SRV		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F00663	1972-F04	[Salyut-2]	1972 Jul 29	1972 Jul 29	1972 Jul 29	1972 Jul 29	-	DOS		-	-	C	SS	U	-	-	-	-					-	0	0	0.00	-
F00665	1972-F05	[Kosmos]	1972 Sep  2	1972 Sep  2	1972 Sep  2	1972 Sep  2	-	Zenit-4M		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00669	1972-F06	Kosmos	1972 Oct 17	1972 Oct 17	1972 Oct 17	1972 Oct 17	-	Strela-2M		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F00675	1972-F07	Mockup LK	1972 Nov 23	1972 Nov 23	1972 Nov 23	1972 Nov 23	-	LK		-	-	C	SS	U	-	-	-	-					-	0	0	0.00	-
F00677	1972-F07	LOK	1972 Nov 23	1972 Nov 23	1972 Nov 23	1972 Nov 23	-	LOK		-	-	C	SS	U	-	-	-	-					-	0	0	0.00	-
F00681	1973-U01	[Kosmos]	1973 Apr 25	1973 Apr 25	1973 Apr 25	1973 Apr 25	-	US-A		-	-	D	IMG-R	U	-	-	-	-					-	0	0	0.00	-
F00686	1973-U02	D-5B	1973 May 21	1973 May 21	1973 May 21	1973 May 21	-	Diamant Tech		-	-	C	TECH	U	-	-	-	-					-	0	0	0.00	-
F00687	1973-U02	D-5A	1973 May 21	1973 May 21	1973 May 21	1973 May 21	-	Diamant Tech		-	-	C	TECH	U	-	-	-	-					-	0	0	0.00	-
F00689	1973-F03	Kosmos	1973 May 25	1973 May 25	1973 May 25	1973 May 25	-	Zaliv		-	-	D	NAV	U	-	-	-	-					-	0	0	0.00	-
F00691	1973-F04	OPS 4018	1973 Jun 26	1973 Jun 26	1973 Jun 26	1973 Jun 26	-	KH8D		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00693	1973-F04	SRV-1	1973 Jun 26	1973 Jun 26	1973 Jun 26	1973 Jun 26	-	SRV		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F00695	1973-F04	SRV-2	1973 Jun 26	1973 Jun 26	1973 Jun 26	1973 Jun 26	-	SRV		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F00698	1973-F05	[Kosmos]	1973 Jul  4	1973 Jul  4	1973 Jul  4	1973 Jul  4	-	Zenit-4M		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00702	1973-F06	Delta	1973 Jul 16	1973 Jul 16	1973 Jul 16	1973 Jul 16	-	ITOS		-	-	C	MET	U	-	-	US	A/AC.105/INF.280					-	0	0	0.00	-
F00704	1973-F07	JSSW 1	1973 Sep 18	1973 Sep 18	1973 Sep 18	1973 Sep 18	-	JSSW		-	-	C	IMG	U	-	-	-	-					-	0	0	0.00	-
F00705	1974-F01	Centaur TC-1	1974 Feb 11	1974 Feb 11	1974 Feb 11	1974 Feb 11	-	Centaur HCO		-	-	C	TECH	U	-	-	[US]	-					-	0	0	0.00	-
F00706	1974-F01	Titan III/Centaur	1974 Feb 11	1974 Feb 11	1974 Feb 11	1974 Feb 11	-	Viking		-	-	C	TECH	U	-	-	US	A/AC.105/INF.292					-	0	0	0.00	-
F00707	1974-F01	Sphinx	1974 Feb 11	1974 Feb 11	1974 Feb 11	1974 Feb 11	-	NASA Small		-	-	C	TECH	U	-	P/F	-	-					-	0	0	0.00	Spacecraft charging
F00709	1974-F02	[Kosmos]	1974 Apr 12	1974 Apr 12	1974 Apr 12	1974 Apr 12	-	Zenit-4MK		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00714	1974-F03	[Kosmos]	1974 May 23	1974 May 23	1974 May 23	1974 May 23	-	Feniks		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00717	1974-F04	Kosmos	1974 Jul 11	1974 Jul 11	1974 Jul 11	1974 Jul 11	-	DS-P1-Yu A		-	-	D	CAL	U	-	-	-	-					-	0	0	0.00	-
F00719	1974-F05	JSSW 2	1974 Jul 12	1974 Jul 12	1974 Jul 12	1974 Jul 12	-	JSSW		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00722	1974-F06	[Kosmos]	1974 Aug 30	1974 Aug 30	1974 Aug 30	1974 Aug 30	-	Zenit-2M		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00724	1974-F06	[Kapsula]	1974 Aug 30	1974 Aug 30	1974 Aug 30	1974 Aug 30	-	FEU-170		-	-	D	TECH	U	-	-	-	-					-	0	0	0.00	-
F00727	1974-F07	Recoverable sat.	1974 Nov  5	1974 Nov  5	1974 Nov  5	1974 Nov  5	-	FSWP		-	-	D	IMG	U	-	-	CN	ST/SG/SER.E/475	91.0	173	483	63.0	-	0	0	0.00	Erroneously registered with UN
F00728	1974-F07	FSW RV	1974 Nov  5	1974 Nov  5	1974 Nov  5	1974 Nov  5	-	FSW RV		-	-	D	RV	U	-	-	-	-					-	0	0	0.00	-
F00731	1975-F01	Intelsat IV F6	1975 Feb 20	1975 Feb 20	1975 Feb 20	1975 Feb 20	-	Int4		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00734	1975-F02	[Soyuz-18]	1975 Apr  5	1975 Apr  5	1975 Apr  5	1975 Apr  5	-	7K-T		-	-	C	SS	U	-	-	-	-					-	0	0	0.00	-
F00738	1975-F03	P72-2	1975 Apr 13	1975 Apr 13	1975 Apr 13	1975 Apr 13	-	STP1		-	-	D	AST/TECH	U	-	IRA/ION	-	-					-	0	0	0.00	IR sky survey; ionos. propagation
F00740	1975-F04	[Interkosmos-14]	1975 Jun  3	1975 Jun  3	1975 Jun  3	1975 Jun  3	-	DS-U3-IK		-	-	C	AST	U	-	SOL*	-	-					-	0	0	0.00	Solar observatory
F00744	1975-F05	[Luna-24] KT	1975 Oct 16	1975 Oct 16	1975 Oct 16	1975 Oct 16	-	E-8-5		-	-	C	PLAN	U	-	PL	-	-					-	0	0	0.00	Lunar sample return
F00746	1975-F05	[Luna-24] VA	1975 Oct 16	1975 Oct 16	1975 Oct 16	1975 Oct 16	-	E-8-5 VA		-	-	C	PLAN/RV	U	-	-	-	-					-	0	0	0.00	-
F00750	1975-F06	DAD-A	1975 Dec  6	1975 Dec  6	1975 Dec  6	1975 Dec  6	-	Explorer AD		-	-	C	SCI	U	-	ATM	-	-					-	0	0	0.00	Atmospheric density
F00751	1975-F06	DAD-B	1975 Dec  6	1975 Dec  6	1975 Dec  6	1975 Dec  6	-	Explorer AD		-	-	C	SCI	U	-	ATM	-	-					-	0	0	0.00	Atmospheric density
F00755	1975-F07	Kosmos	1975 Dec 19	1975 Dec 19	1975 Dec 19	1975 Dec 19	-	Lira		-	-	D	TARG	U	-	-	-	-					-	0	0	0.00	-
F00757	1976-F01	CORSA	1976 Feb  4	1976 Feb  4	1976 Feb  4	1976 Feb  4	-	CORSA		-	-	C	AST	U	-	XRA*	-	-					-	0	0	0.00	X-ray detectors
F00759	1976-F02	[Kosmos]	1976 Oct  4	1976 Oct  4	1976 Oct  4	1976 Oct  4	-	Fram		-	-	C	IMG	U	-	-	-	-					-	0	0	0.00	-
F00764	1976-F03	JSSW 6	1976 Nov 10	1976 Nov 10	1976 Nov 10	1976 Nov 10	-	JSSW		-	-	D	IMG?	U	-	-	-	-					-	0	0	0.00	-
F00766	1977-F01	[Kosmos]	1977 Feb 22	1977 Feb 22	1977 Feb 22	1977 Feb 22	-	Zenit-4MK		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00771	1977-F02	[Kosmos]	1977 Aug  4	1977 Aug  4	1977 Aug  4	1977 Aug  4	-	TKS VA		-	-	D	SS	U	-	-	-	-					-	0	0	0.00	-
F00772	1977-F02	[Kosmos]	1977 Aug  4	1977 Aug  4	1977 Aug  4	1977 Aug  4	-	TKS VA		-	-	D	SS	U	-	-	-	-					-	0	0	0.00	-
F00773	1977-F02	TKS GVM	1977 Aug  4	1977 Aug  4	1977 Aug  4	1977 Aug  4	-	TKS		-	-	D	TECH	U	-	-	-	-					-	0	0	0.00	-
F00778	1977-F03	[Kosmos]	1977 Aug 10	1977 Aug 10	1977 Aug 10	1977 Aug 10	-	Zenit-4MKM		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00784	1977-F04	OTS 1	1977 Sep 13	1977 Sep 13	1977 Sep 13	1977 Sep 13	-	OTS		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00788	1977-F05	Intelsat IVA F5	1977 Sep 30	1977 Sep 30	1977 Sep 30	1977 Sep 30	-	Int4A		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00790	1977-F06	-	1977 Nov 29	1977 Nov 29	1977 Nov 29	1977 Nov 29	-	Tsikada		-	-	C	NAV	U	-	-	-	-					-	0	0	0.00	-
F00792	1978-F01	DSCS II F-9	1978 Mar 25	1978 Mar 25	1978 Mar 25	1978 Mar 25	-	DSCS		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00793	1978-F01	DSCS II F-10	1978 Mar 25	1978 Mar 25	1978 Mar 25	1978 Mar 25	-	DSCS		-	-	D	COM	U	-	-	-	-					-	0	0	0.00	-
F00800	1978-F02	Ekran	1978 May 27	1978 May 27	1978 May 27	1978 May 27	-	Ekran		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00806	1978-F03	Ekran	1978 Aug 17	1978 Aug 17	1978 Aug 17	1978 Aug 17	-	Ekran		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00812	1978-F04	Ekran	1978 Oct 17	1978 Oct 17	1978 Oct 17	1978 Oct 17	-	Ekran		-	-	C	COM	U	-	-	-	-					-	0	0	0.00	-
F00814	1979-F01	[Kosmos]	1979 Feb 16	1979 Feb 16	1979 Feb 16	1979 Feb 16	-	Zenit-2M		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00816	1979-F01	[Nauka]	1979 Feb 16	1979 Feb 16	1979 Feb 16	1979 Feb 16	-	Nauka 32KS		-	-	D	TECH	U	-	-	-	-					-	0	0	0.00	-
F00818	1979-F02	SJ	1979 Jul 27	1979 Jul 28	1979 Jul 28	1979 Jul 28	-	SJ		-	-	C	SCI	U	-	F/ATM/SX*	-	-					-	0	0	0.00	Solar-terrestrial study
F00819	1979-F02	SJ Ionosphere	1979 Jul 27	1979 Jul 28	1979 Jul 28	1979 Jul 28	-	SJ		-	-	C	SCI	U	-	ION*	-	-					-	0	0	0.00	Ionospheric beacon
F00820	1979-F02	SJ Atmosphere	1979 Jul 27	1979 Jul 28	1979 Jul 28	1979 Jul 28	-	SJ		-	-	C	SCI	U	-	ATM	-	-					-	0	0	0.00	Density spheres
F00822	1979-F03	Rohini	1979 Aug 10	1979 Aug 10	1979 Aug 10	1979 Aug 10	-	Rohini		-	-	C	TECH	N	-	-	-	-					-	0	0	0.00	-
F00825	1979-U01	[Kosmos]	1979 Oct 12	1979 Oct 12	1979 Oct 12	1979 Oct 12	-	Zenit-6		-	-	D	IMG	U	-	-	-	-					-	0	0	0.00	-
F00830	1980-F01	CAT	1980 May 23	1980 May 23	1980 May 23	1980 May 23	-	CAT		-	-	C	TECH	U	-	-	-	-					-	0	0	0.00	-
F00831	1980-F01	Amsat Phase 3A	1980 May 23	1980 May 23	1980 May 23	1980 May 23	-	AMSAT P3		-	-	A	COM	U	-	-	-	-					-	0	0	0.00	-
F00832	1980-F01	Feuerrad	1980 May 23	1980 May 23	1980 May 23	1980 May 23	-	DLR Chem		-	-	C	SCI	U	-	P/F*	-	-					-	0	0	0.00	Chemical release satellite
F00833	1980-F01	Feuerrad subsatellite 1	1980 May 23	1980 May 23	1980 May 23	1980 May 23	-	DLR Chem		-	-	C	SCI	U	-	P/F	-	-					-	0	0	0.00	Chemical release satellite
F00834	1980-F01	Feuerrad subsatellite 2	1980 May 23	1980 May 23	1980 May 23	1980 May 23	-	DLR Chem		-	-	C	SCI	U	-	P/F	-	-					-	0	0	0.00	Chemical release satellite
F00835	1980-F01	Feuerrad subsatellite 3	1980 May 23	1980 May 23	1980 May 23	1980 May 23	-	DLR Chem		-	-	C	SCI	U	-	P/F	-	-					-	0	0	0.00	Chemical release satellite
F00836	1980-F01	Feuerrad subsatellite 4	1980 May 23	1980 May 23	1980 May 23	1980 May 23	-	DLR Chem		-	-	C	SCI	U	-	P/F	-	-					-	0	0	0.00	Chemical release satellite
F00852	1980-F02	DMSP 5D F-5	1980 Jul 15	1980 Jul 15	1980 Jul 15	1980 Jul 15	-	DMSP 5D-1		-	-	D	MET	U	-	-	-	-					-	0	0	0.00	-
F00858	1980-U01	OPS 3255	1980 Dec  9	1980 Dec  9	1980 Dec  9	1980 Dec  9	-	PARCAE		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
F00859	1980-U01	SSU	1980 Dec  9	1980 Dec  9	1980 Dec  9	1980 Dec  9	-	SSU		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
F00860	1980-U01	SSU	1980 Dec  9	1980 Dec  9	1980 Dec  9	1980 Dec  9	-	SSU		-	-	D	SIG	U	-	-	-	-					-	0	0	0.00	-
