#JCAT	Piece	Name	Owner	State	World	Lon	Lat	LType	Status	LaunchDate	LandDate	OffDate	Dur	LSite	Comment
# Updated 2025 Aug  5 0444:49
D00814	2003-027	MER-A Heat Shield	JPL	US	Mars	  175.4835	  -14.5649	C	I	2003 Jun 10 1758:47	2004 Jan  4 0426	2004 Jan  4 0426	    0.000 	-	Component
D00817	2003-032	MER-B Cruise Stage	JPL	US	Mars	  354.47	   -1.95	C	I	2003 Jul  8 0318:15	2004 Jan 25 0448	2004 Jan 25 0448	    0.000 	-	Component
D00820	2003-032	Challenger Memorial Station	JPL	US	Mars	  354.4742	   -1.9483	LA	L	2003 Jul  8 0318:15	2004 Jan 25 0454:33	2004 Jan 26?	    1.000 	Challenger Memorial Station	ander delivered rover to surface
D00815	2003-032A	Opportunity Rover	JPL	US	Mars	  354.4742	   -1.9483	RO	LC	2003 Jul  8 0318:15	2004 Jan 25 0454:33	2018 Jun 10	 5249.000 	-	Mars rover
D00821	2003-032	MER-B Heat Shield	JPL	US	Mars	  354.4863	   -1.9553	C	I	2003 Jul  8 0318:15	2004 Jan 25 0454	2004 Jan 25 0453	    0.000 	-	Component
D00822	2003-032	MER-B Backshell	JPL	US	Mars	  354.47	   -1.95	C	I	2003 Jul  8 0318:15	2004 Jan 25 0454	2004 Jan 25 0453	    0.000 	-	Component
D00743	1997-061	Huygens	ESA	I-ESA	Titan	 -192.3	  -10.3	LP	L	1997 Oct 15 0843:01	2005 Jan 14 1138:11	2005 Jan 14 1510	    0.147 	-	Titan lander
D00744	1997-061	Huygens Aft Cover	ESA	I-ESA	Titan	 -192.3	  -10.3	C	I	1997 Oct 15 0843:01	2005 Jan 14 0930?	2005 Jan 14 0910	    0.000 	-	Component
D00745	1997-061	Huygens Front Shield	ESA	I-ESA	Titan	 -192.3	  -10.3	C	I	1997 Oct 15 0843:01	2005 Jan 14 0930?	2005 Jan 14 0910	    0.000 	-	Component
D00746	1997-061	Huygens Main Chute	ESA	I-ESA	Titan	 -192.3	  -10.3	C	I	1997 Oct 15 0843:01	2005 Jan 14 0930?	2005 Jan 14 0925	    0.000 	-	Component
D00987	1997-061	Huygens GCMS inlet cap	ESA	I-ESA	Titan	 -192.3	  -10.3	C	I	1997 Oct 15 0843:01	2005 Jan 14 0930?	2005 Jan 14 0925	    0.000 	-	Component
D00988	1997-061	Huygens GCMS outlet cap	ESA	I-ESA	Titan	 -192.3	  -10.3	C	I	1997 Oct 15 0843:01	2005 Jan 14 0930?	2005 Jan 14 0925	    0.000 	-	Component
D00989	1997-061	Huygens DISR cover	ESA	I-ESA	Titan	 -192.3	  -10.3	C	I	1997 Oct 15 0843:01	2005 Jan 14 0930?	2005 Jan 14 0925	    0.000 	-	Component
D00990	1997-061	Huygens ACP inlet cap	ESA	I-ESA	Titan	 -192.3	  -10.3	C	I	1997 Oct 15 0843:01	2005 Jan 14 0930?	2005 Jan 14 0925	    0.000 	-	Component
D00838	2005-001	DI Impactor	NASA	US	9P/Tempel 1	    -	     -	I	I	2005 Jan 12 1847:08	2005 Jul  4 0546:02	2005 Jul  4 0546:02	    0.000 	-	Comet impact experiment
D00796	2003-019	MUSES-C TM 1	ISASJ	J	Itokawa	   -	     -	C	I	2003 May  9 0429:25	2005 Nov 10?	2005 Nov  9	    0.000 	-	Component
D00797	2003-019	Minerva	ISASJ	J	Itokawa	   -	     -	RO	LC	2003 May  9 0429:25	2005 Nov 15?	2005 Nov 13	    0.000 	-	Hopper lander, contact lost, may have impacted
D00800	2003-019	MUSES-C TM 2	ISASJ	J	Itokawa	   -	     -	C	I	2003 May  9 0429:25	2005 Nov 19 2036	2005 Nov 19 2028	    0.000 	-	Component
D00799	2003-019	MUSES-C TM 3	ISASJ	J	Itokawa	   -	     -	C	LC	2003 May  9 0429:25	2005 Nov 19 2036	2005 Nov  9	    0.000 	-	Component, attached to Hayabusa
D00793	2003-019A	Hayabusa	ISASJ	J	Itokawa	   -	     -	L	L	2003 May  9 0429:25	2005 Nov 19 2110	2005 Nov 19 2205	    0.038 	-	Sampling touchdown, took off
D00793	2003-019A	Hayabusa	ISASJ	J	Itokawa	   -	     -	L	L	2003 May  9 0429:25	2005 Nov 25 2207	2005 Nov 25 2207	    0.000 	-	Sampling touch-and-go
D00801	2003-019	Hayabusa Return Capsule	ISASJ	J	Itokawa	   -	     -	C	LC	2003 May  9 0429:25	2005 Nov 19 2110	2005 Nov 19 2205	    0.038 	-	Attached to Hayabusa
D00798	2003-019	Minerva cover	ISASJ	J	Itokawa	   -	     -	C	LC	2003 May  9 0429:25	2005 Dec?	2005 Nov 12 0620	    0.000 	-	Component, probably impacted
D00829	2003-043C	SMART-1	ESA	I-ESA	Luna	  -46.193	  -34.262	O	I	2003 Sep 27 2314:46	2006 Sep  3 0542:20	2006 Sep  3 0542:20	    0.000 	-	Deorbited at end of mission
D00857	2007-034	Phoenix Cruise Stage	JPL	US	Mars	  234.3	   68.2	C	I	2007 Aug  4 0926:34	2008 May 25 2331	2008 May 25 2323	    0.000 	-	Component
D00858	2007-034	Phoenix Heat Shield	JPL	US	Mars	  234.25	   68.22	C	I	2007 Aug  4 0926:34	2008 May 25 2338	2008 May 25 2335	    0.000 	-	Component
D00859	2007-034	Phoenix Backshell	JPL	US	Mars	  234.25	   68.22	C	I	2007 Aug  4 0926:34	2008 May 25 2338	2008 May 25 2338	    0.000 	-	Component
D00853	2007-034A	Phoenix	JPL	US	Mars	  234.248	   68.219	L	L	2007 Aug  4 0926:34	2008 May 25 2338:39	2008 Nov  2	  160.000 	-	Mars lander
D00873	2008-052	MIP	ISRO	IN	Luna	 -122.93	  -89.55	I	I	2008 Oct 22 0052:11	2008 Nov 14 1501:31	2008 Nov 14 1501:31	    0.000 	-	Impactor ejected from Ch1 orbiter
D00861	2007-039B	Okina	JAXA	J	Luna	 -159.033	   28.213	O	I	2007 Sep 14 0131:01	2009 Feb 12 1046	2009 Feb 12 1046	    0.000 	-	Orbital decay at end of mission
D00869	2007-051A	Chang'e-1	CASC	CN	Luna	   52.36	   -1.50	O	I	2007 Oct 24 1005:04	2009 Mar  1 0813	2009 Mar  1 0813	    0.000 	-	Deorbited at end of mission
D00860	2007-039A	Kaguya	JAXA	J	Luna	   80.4	  -65.5	O	I	2007 Sep 14 0131:01	2009 Jun 10 1825	2009 Jun 10 1825	    0.000 	-	Deorbited at end of mission
D00887	2009-031C	LCROSS EDUS	ARC	US	Luna	  -48.7093	  -84.6796	I	I	2009 Jun 18 2132:00	2009 Oct  9 1131:19	2009 Oct  9 1131:19	    0.000 	-	Impactor mission, Centaur stage
D00886	2009-031B	LCROSS Shepherding S/C	ARC	US	Luna	  -49.360	  -84.729	I	I	2009 Jun 18 2132:00	2009 Oct  9 1135:45	2009 Oct  9 1135:45	    0.000 	-	Impactor mission
D00862	2007-039C	Ouna	JAXA	J	Luna	-	-	O	I	2007 Sep 14 0131:01	2010?	2009 Jun 29 1208	    0.000 	-	Orbital decay after end of mission
D00912	2011-070A	MSL Cruise Stage	JPL	US	Mars	  136	   -4.4	C	I	2011 Nov 26 1502:00	2012 Aug  6 0512	2012 Aug  6 0500	    0.000 	-	Component
D00913	2011-070A	CBMD 1	JPL	US	Mars	  136	   -4.4	C	I	2011 Nov 26 1502:00	2012 Aug  6 0514?	2012 Aug  6 0505	    0.000 	-	Component
D00914	2011-070A	CBMD 2	JPL	US	Mars	  137.64	   -4.62	C	I	2011 Nov 26 1502:00	2012 Aug  6 0514?	2012 Aug  6 0505	    0.000 	-	Component
D00915	2011-070A	EBMD 1	JPL	US	Mars	  137.64	   -4.62	C	I	2011 Nov 26 1502:00	2012 Aug  6 0515?	2012 Aug  6 0514	    0.000 	-	Component
D00916	2011-070A	EBMD 2	JPL	US	Mars	  137.64	   -4.62	C	I	2011 Nov 26 1502:00	2012 Aug  6 0515?	2012 Aug  6 0514	    0.000 	-	Component
D00917	2011-070A	EBMD 3	JPL	US	Mars	  137.64	   -4.62	C	I	2011 Nov 26 1502:00	2012 Aug  6 0515?	2012 Aug  6 0514	    0.000 	-	Component
D00918	2011-070A	EBMD 4	JPL	US	Mars	  137.64	   -4.62	C	I	2011 Nov 26 1502:00	2012 Aug  6 0515?	2012 Aug  6 0514	    0.000 	-	Component
D00919	2011-070A	EBMD 5	JPL	US	Mars	  137.64	   -4.62	C	I	2011 Nov 26 1502:00	2012 Aug  6 0515?	2012 Aug  6 0514	    0.000 	-	Component
D00920	2011-070A	EBMD 6	JPL	US	Mars	  137.64	   -4.62	C	I	2011 Nov 26 1502:00	2012 Aug  6 0515?	2012 Aug  6 0514	    0.000 	-	Component
D00921	2011-070A	MSL Heat Shield	JPL	US	Mars	  137.44	   -4.59	C	I	2011 Nov 26 1502:00	2012 Aug  6 0516:51	2012 Aug  6 0515:25	    0.000 	-	Heat shield
D00922	2011-070A	MSL Backshell	JPL	US	Mars	  137.44	   -4.59	C	I	2011 Nov 26 1502:00	2012 Aug  6 0517?	2012 Aug  6 0516:40	    0.000 	-	Component
D00923	2011-070A	MSL Descent stage	JPL	US	Mars	  137.4417	   -4.5895	L	L	2011 Nov 26 1502:00	2012 Aug  6 0517:57	2012 Aug  6 0517:57	    0.000 	-	Touch-and-go Skycrane landing
D00911	2011-070A	Curiosity	JPL	US	Mars	  137.4417	   -4.5895	RO	LC	2011 Nov 26 1502:00	2012 Aug  6 0517:57	*	 4619.000 	Bradbury Landing	Rover, still active
D00909	2011-046A	Ebb	GSFC	US	Luna	  -26.63	   75.62	O	I	2011 Sep 10 1308:52	2012 Dec 17 2228:51	2012 Dec 17 2228:51	    0.000 	Sally K Ride Impact Site	Deorbited at end of mission
D00910	2011-046B	Flow	GSFC	US	Luna	  -26.63	   75.62	O	I	2011 Sep 10 1308:52	2012 Dec 17 2229:21	2012 Dec 17 2229:21	    0.000 	Sally K Ride Impact Site	Deorbited at end of mission
D00934	2013-070A	Chang'e-3	CASC	CN	Luna	  -19.5116	   44.1214	L	L	2013 Dec  1 1730:00	2013 Dec 14 1311:18	2020 Sep?	 2460.000 	Statio Guang Han Gong	Lander
D00936	2013-070	Yutu	CASC	CN	Luna	  -19.5116	   44.1214	RO	LC	2013 Dec  1 1730:00	2013 Dec 14 1311:18	2015 Mar?	  450.000 	-	Rover
D00926	2013-047A	LADEE	ARC	US	Luna	  -93.2	   12.0	O	I	2013 Sep  7 0327:00	2014 Apr 18 0431:47	2014 Apr 18 0430	    0.000 	-	Deorbited at end of mission
D00828	2004-006	Philae	ESA	I-ESA	67P/	   -	     -	LI	L	2004 Mar  2 0717:44	2014 Nov 12 1534	2014 Nov 12 1534	    0.000 	Agilkia	Landed on comet 67P, bounced
D00828	2004-006	Philae	ESA	I-ESA	67P/	   -	     -	LI	L	2004 Mar  2 0717:44	2014 Nov 12 1732	2015 Jul  9	  239.000 	Abydos	Landed on comet 67P
D00842	2005-045A	Venus Express	ESA	I-ESA	Venus	   -	     -	O	R	2005 Nov  9 0333:34	2015 Q2?	2015 Jan 19	    0.000 	-	Orbital decay after end of mission
D00830	2004-030A	Messenger	APL	US	Mercury	  210.1	   54.4	O	I	2004 Aug  3 0615:57	2015 Apr 30 1926:02	2015 Apr 30 1926:02	    0.000 	-	Deorbited at end of mission
D00826	2004-006A	Rosetta	ESA	I-ESA	67P/	   -	     -	LO	L	2004 Mar  2 0717:44	2016 Sep 30 1039:34	2016 Sep 30 1119	    0.027 	Sais	Descent to 67P at end of mission
D00972	2016-017	EXM-EDM Front Shield	ESA	I-ESA	Mars	  353.79	   -2.07	C	I	2016 Mar 14 0931:42	2016 Oct 19 1447	2016 Oct 19 1446	    0.000 	-	Component
D00973	2016-017	EXM-EDM Back Cover	ESA	I-ESA	Mars	  353.79	   -2.07	C	I	2016 Mar 14 0931:42	2016 Oct 19 1447	2019 Oct 19 1446	    0.000 	-	Component
D00974	2016-017	EXM-EDM Parachute	ESA	I-ESA	Mars	  353.79	   -2.07	C	I	2016 Mar 14 0931:42	2016 Oct 19 1447	2019 Oct 19 1446	    0.000 	-	Component
D00971	2016-017	Schiaparelli	ESA	I-ESA	Mars	  353.79	   -2.07	L	I	2016 Mar 14 0931:42	2016 Oct 19 1447:28	2016 Oct 19 1447:28	    0.000 	-	Mars lander, crashed
D00738	1997-061A	Cassini	JPL	US	Saturn	  308?	    2?	O	I	1997 Oct 15 0843:01	2017 Sep 15 1045:48	2017 Sep 15 1032:16	    0.000 	-	Deorbited at end of mission
D00953	2014-076	Minerva II-1 Rover 1A	ISASJ	J	Ryugu	   -	     -	LR	L	2014 Dec  3 0422:04	2018 Sep 21 0425?	2019 Nov  9 1000:01	  414.233 	-	Hopper rover
D00954	2014-076	Minerva II-1 Rover 1B	ISASJ	J	Ryugu	   -	     -	LR	L	2014 Dec  3 0422:04	2018 Sep 21 0425?	2019 Nov  9 1000:01	  414.233 	-	Hopper rover
D00951	2014-076	Minerva II-1 canister	ISASJ	J	Ryugu	   -	     -	C	I	2014 Dec  3 0422:04	2018 Sep 21 0430?	2018 Sep 21 0406?	    0.000 	-	Component
D00956	2014-076	MASCOT	DLR	D	Ryugu	  317.16	  -22.32	LI	L	2014 Dec  3 0422:04	2018 Oct  3 0203	2018 Oct  3 1904	    0.709 	-	Lander
D00960	2014-076	Target Marker B	ISASJ	J	Ryugu	  206.01	    4.04	C	I	2014 Dec  3 0422:04	2018 Oct 25 0243?	2018 Oct 25 0237	    0.000 	-	Component
D01000	2018-042A	Mars InSight Cruise Stage	JPL	US	Mars	  135.6	    4.6	C	I	2018 May  5 1105:01	2018 Nov 26 1939?	2018 Nov 26 1931	    0.000 	-	Component
D01002	2018-042	Mars InSight Heat Shield	JPL	US	Mars	  135.6295	    4.5580	C	I	2018 May  5 1105:01	2018 Nov 26 1943?	2018 Nov 26 1942	    0.000 	-	Component
D00997	2018-042A	Mars InSight Lander	JPL	US	Mars	  135.6180	    4.5520	L	L	2018 May  5 1105:01	2018 Nov 26 1944:52	2022 Dec 15	 1480.000 	-	Mars lander
D01003	2018-042	Mars InSight Parachute	JPL	US	Mars	  135.6227	    4.5434	C	I	2018 May  5 1105:01	2018 Nov 26 1945?	2018 Nov 26 1943	    0.000 	-	Component
D01001	2018-042	Mars InSight Back Shell	JPL	US	Mars	  135.6224	    4.5436	C	I	2018 May  5 1105:01	2018 Nov 26 1945?	2018 Nov 26 1943	    0.000 	-	Component
D01017	2018-103A	Chang'e-4	CASC	CN	Luna	  177.589	  -45.457	L	L	2018 Dec  7 1823	2019 Jan  3 0226	*	 2278.000 	Statio Tianhe	Lander, delivered rover
D01019	2018-103	Yutu-2	CASC	CN	Luna	  177.589	  -45.457	RO	LC	2018 Dec  7 1823	2019 Jan  3 0226	*	 2278.000 	-	Rover
D00945	2014-076	Hayabusa-2	ISASJ	J	Ryugu	  206.47	    4.30	L	L	2014 Dec  3 0422:04	2019 Feb 21 2229:10	2019 Feb 21 2229:11	    0.000 	-	Touch-and-go sampling landing
D00957	2014-076	SCI	ISASJ	J	Ryugu	  301.3	    7.9	I	I	2014 Dec  3 0422:04	2019 Apr  5 0236	2019 Apr  5 0236	    0.000 	-	Impactor
D00958	2014-076	DCAM-3	ISASJ	J	Ryugu	   -	     -	C	I	2014 Dec  3 0422:04	2019 Apr  6?	2019 Apr  5 0739	    0.000 	-	Component
D01020	2019-009B	B'reshit	SPAIL	IL	Luna	   19.3496	   32.5956	L	I	2019 Feb 22 0145	2019 Apr 11 1923	2019 Apr 11 1923	    0.000 	-	Lander, crashed
D00959	2014-076	Target Marker A	ISASJ	J	Ryugu	  300.889	   10.233	C	I	2014 Dec  3 0422:04	2019 May 30 0220:22	2019 May 30 0218:54	    0.000 	-	Component
D00945	2014-076	Hayabusa-2	ISASJ	J	Ryugu	  300.595	   10.130	L	L	2014 Dec  3 0422:04	2019 Jul 11 0106:18	2019 Jul 11 0106:19	    0.000 	-	Touch-and-go sampling landing
D01007	2018-045C	Longjiang 2	CASC	CN	Luna	  157.5	   15.5	O	I	2018 May 20 2128:50	2019 Jul 31 1420?	2019 Jul 31 1400?	    0.000 	-	Orbital decay after end of mission
D00185	2019-042	Vikram	ISRO	IN	Luna	   22.7840	  -70.8810	L	I	2019 Jul 22 0913	2019 Sep  6 2023	2019 Sep  6 2022	    0.000 	-	Lander, crashed
D00186	2019-042	Pragyan	ISRO	IN	Luna	   22.7840	  -70.8810	RO	IC	2019 Jul 22 0913	2019 Sep  6 2023	2019 Sep  6 2022	    0.000 	-	Rover, destroyed aboard Vikram
D00961	2014-076	Target Marker C	ISASJ	J	Ryugu	    -	      -	C	I	2014 Dec  3 0422:04	2019 Sep 23?	2019 Sep 16 1624	    0.000 	-	Component
D00963	2014-076	Target Marker E	ISASJ	J	Ryugu	    -	      -	C	I	2014 Dec  3 0422:04	2019 Sep 23?	2019 Sep 16 1617	    0.000 	-	Component
D00952	2014-076	Minerva II-2 canister	ISASJ	J	Ryugu	    -	      -	C	I	2014 Dec  3 0422:04	2019 Oct  8?	2019 Oct  2 1557	    0.000 	-	Component
D00955	2014-076	Minerva II-2 Rover 2	ISASJ	J	Ryugu	    -	      -	LR	I	2014 Dec  3 0422:04	2019 Oct  8?	2019 Oct  8?	    0.000 	-	Hopper rover, failed?
D00975	2016-055A	OSIRIS-REx	GSFC	US	Bennu	   43	   56	L	L	2016 Sep  8 2305	2020 Oct 20 2153	2020 Oct 20 2154	    0.000 	Nightingale	Sample return touch-and-go
D00977	2016-055	OSIRIS-REx SRC	GSFC	US	Bennu	   43	   56	C	LC	2016 Sep  8 2305	2020 Oct 20 2153	2020 Oct 20 2154	    0.000 	-	Sample return capsule, attached to O-REx
D01047	2020-087	Chang'e-5 Zhuolu Qi	LDSE	CN	Luna	  -51.9161	   43.0576	L	L	2020 Nov 23 2030:22	2020 Dec  1 1511:21	2020 Dec  5?	    4.000 	Statio Tianchuan	Lander for sample return
D01048	2020-087	Chang'e-5 Shangsheng Qi	LDSE	CN	Luna	  -51.9161	   43.0567	AV	LC	2020 Nov 23 2030:22	2020 Dec  1 1511:21	2020 Dec  3 1510:21	    1.999 	-	Sample return ascent vehicle
D01076	2020-U02	Chang'e-5 Shangsheng Qi	LDSE	CN	Luna	    0	  -30	AV	I	2020 Dec  3 1510:21	2020 Dec  7 2330	2020 Dec  7 2330	    0.000 	-	Deorbited at end of mission
D01051	2020-087	Jiaohui duijie jigou	LDSE	CN	Luna	    0	  -30	C	IC	2020 Nov 23 2030:22	2020 Dec  7 2330	2020 Dec  6 0435	    0.000 	-	Component attached to ascent vehicle
D01036	2020-052	Mars 2020 Cruise Stage	JPL	US	Mars	  77.4	   18.5	C	I	2020 Jul 30 1150:00	2021 Feb 18 2037	2021 Feb 18 2026	    0.000 	-	Component
D01041	2020-052A	Mars 2020 Parachute	JPL	US	Mars	  77.4320	   18.4519	C	I	2020 Jul 30 1150:00	2021 Feb 18 2043	2021 Feb 18 2040	    0.000 	-	Component
D01038	2020-052A	Perseverance	JPL	US	Mars	  77.4508	   18.4446	RO	LC	2020 Jul 30 1150:00	2021 Feb 18 2043	*	 1501.000 	Octavia E. Butler Landing	Lander
D01039	2020-052A	Mars 2020 Heat Shield	JPL	US	Mars	  77.4741	   18.4553	C	I	2020 Jul 30 1150:00	2021 Feb 18 2043	2021 Feb 18 2041	    0.000 	-	Component
D01040	2020-052A	Mars 2020 Backshell	JPL	US	Mars	  77.4318	   18.4516	C	I	2020 Jul 30 1150:00	2021 Feb 18 2043	2021 Feb 18 2042	    0.000 	-	Component
D01037	2020-052A	Mars 2020 Descent stage	JPL	US	Mars	  77.4419	   18.4522	L	L	2020 Jul 30 1150:00	2021 Feb 18 2044	2021 Feb 18 2044	    0.000 	-	Touch-and-go Skycrane landing
D01077	2020-052A	CBMD 1	JPL	US	Mars	  77.45	   18.45	C	I	2020 Jul 30 1150:00	2021 Feb 18 2044?	2021 Feb 18 2028	    0.000 	-	Component
D01078	2020-052A	CBMD 2	JPL	US	Mars	  77.45	   18.45	C	I	2020 Jul 30 1150:00	2021 Feb 18 2044?	2021 Feb 18 2028	    0.000 	-	Component
D01079	2020-052A	EBMD 1	JPL	US	Mars	  77.45	   18.45	C	I	2020 Jul 30 1150:00	2021 Feb 18 2044?	2021 Feb 18 2040	    0.000 	-	Component
D01080	2020-052A	EBMD 2	JPL	US	Mars	  77.45	   18.45	C	I	2020 Jul 30 1150:00	2021 Feb 18 2044?	2021 Feb 18 2040	    0.000 	-	Component
D01081	2020-052A	EBMD 3	JPL	US	Mars	  77.45	   18.45	C	I	2020 Jul 30 1150:00	2021 Feb 18 2044?	2021 Feb 18 2040	    0.000 	-	Component
D01082	2020-052A	EBMD 4	JPL	US	Mars	  77.45	   18.45	C	I	2020 Jul 30 1150:00	2021 Feb 18 2044?	2021 Feb 18 2040	    0.000 	-	Component
D01083	2020-052A	EBMD 5	JPL	US	Mars	  77.45	   18.45	C	I	2020 Jul 30 1150:00	2021 Feb 18 2044?	2021 Feb 18 2040	    0.000 	-	Component
D01084	2020-052A	EBMD 6	JPL	US	Mars	  77.45	   18.45	C	I	2020 Jul 30 1150:00	2021 Feb 18 2044?	2021 Feb 18 2040	    0.000 	-	Component
D01085	2020-052A	Ejectable Belly Pan	JPL	US	Mars	  77.45	   18.45	C	I	2020 Jul 30 1150:00	2021 Mar 13 0900?	2021 Mar 13 0900?	    0.000 	-	Component
D01042	2020-052A	MHDS Cover	JPL	US	Mars	  77.45	   18.45	C	I	2020 Jul 30 1150:00	2021 Mar 21	2021 Mar 21	    0.000 	-	Component
D01030	2020-049	Tianwen-1 Aeroshell Base	CAST	CN	Mars	  109.925	   25.066	C	I	2020 Jul 23 0441:12	2021 May 14 2317	2021 May 14 2314	    0.000 	-	Component
D01033	2020-049	Tianwen-1 Backshell	CAST	CN	Mars	  109.925	   25.066	C	I	2020 Jul 23 0441:12	2021 May 14 2317	2021 May 14 2315	    0.000 	-	Component
D01034	2020-049	Tianwen-1 Parachute	CAST	CN	Mars	  109.925	   25.066	C	I	2020 Jul 23 0441:12	2021 May 14 2317:15	2021 May 14 2315	    0.000 	-	Component
D01031	2020-049	Tianwen-1 Lander	LDSE	CN	Mars	  109.925	   25.066	L	L	2020 Jul 23 0441:12	2021 May 14 2317:51	2021 Jun?	   16.000 	-	Lander
D01032	2020-049	Zhurong	LDSE	CN	Mars	  109.925	   25.066	RO	LC	2020 Jul 23 0441:12	2021 May 14 2317:51	2022 May 20	  371.000 	-	Rover
D01086	2020-049	Fenli xiangi	LDSE	CN	Mars	  109.925	   25.066	C	LC	2020 Jul 23 0441:12	2021 Jun 10?	2021 Jun 11?	    1.000 	-	Camera package
D00942	2014-065B	CZ-3C Y12 Stage 3	CASC	CN	Luna	 -125.281	    5.316	R	R	2014 Oct 23 1800:04	2022 Mar  4 1225:58	2014 Oct 23 1818	    0.000 	-	Rocket stage impacted Moon from chaotic cislunar orbit
D01089	2021-110A	DART	APL	US	Didymos	  264.3	   -8.84	I	I	2021 Nov 24 0621:02	2022 Sep 26 2314	2022 Sep 26 2314	    0.000 	-	Impact mission
D01116	2022-168A	Hakuto-R M1	ISPACE	J	Luna	   44.094	   47.581	L	I	2022 Dec 11 0738:13	2023 Apr 25 1640?	2023 Apr 25 1640	    0.000 	-	Lander, crashed
D01119	2022-168	Rashid	MBRSC	UAE	Luna	   44.094	   47.581	RO	IC	2022 Dec 11 0738:13	2023 Apr 25 1640?	2023 Apr 25 1640	    0.000 	-	Rover, destroyed at impact
D01120	2022-168	SORA-Q	ISASJ	J	Luna	   44.094	   47.581	RO	IC	2022 Dec 11 0738:13	2023 Apr 25 1640?	2023 Apr 25 1640	    0.000 	-	Roller rover, destroyed at impact
D01128	2023-118A	Luna-25	IKI	RU	Luna	   60.360	  -57.865	L	I	2023 Aug 10 2310:57	2023 Aug 19 1157	2023 Aug 19 1157	    0.000 	-	Lander, accidental deorbit
D01126	2023-098A	Chandrayaan-3 Vikram Lander	ISRO	IN	Luna	   32.3189	  -69.3733	L	L	2023 Jul 14 0905:17	2023 Aug 23 1232:50	2023 Sep  4 0230	   11.581 	Statio Shiv Shakti	Lander
D01127	2023-098	Pragyan	ISRO	IN	Luna	   32.3189	  -69.3733	RO	LC	2023 Jul 14 0905:17	2023 Aug 23 1232:50	2023 Sep  4 0230	   11.581 	-	Rover
D01131	2023-137D	SLIM	JAXA	J	Luna	   25.2508	  -13.3154	L	L	2023 Sep  6 2342:11	2024 Jan 19 1519:52	2024 Apr 29	  100.000 	-	Lander
D01132	2023-137	LEV-1	ISASJ	J	Luna	   25.2508	  -13.3154	RO	LC	2023 Sep  6 2342:11	2024 Jan 19 1519:52	2024 Jan 19 1710	    0.076 	-	Hopper rover
D01133	2023-137	LEV-2	ISASJ	J	Luna	   25.2508	  -13.3154	RO	LC	2023 Sep  6 2342:11	2024 Jan 19 1519:52	2024 Jan 19 1757?	    0.109 	-	Roller rover
D01149	2024-030A	IM-1	INTMA	US	Luna	    1.44	  -80.13	L	L	2024 Feb 15 0605:37	2024 Feb 22 2323	2024 Feb 29	    6.000 	-	Lander, toppled
D01151	2024-030C	EagleCam	ERAU	US	Luna	    1.44	  -80.13	C	LC	2024 Feb 15 0605:37	2024 Feb 22 2323	2024 Feb 28	    0.000 	-	Ejected from lander, no data
D01159	2024-083	Chang'e-6 Zhuolu Qi	LDSE	CN	Luna	 -153.9852	  -41.6385	L	L	2024 May  3 0927:29	2024 Jun  1 2223:16	2024 Jun  4?	    2.100 	Statio Tianjiang	Lander
D01160	2024-083	Chang'e-6 Shangsheng Qi	LDSE	CN	Luna	 -153.9852	  -41.6385	AV	LC	2024 May  3 0927:29	2024 Jun  1 2223:16	2024 Jun  3 2338	    2.052 	-	Sample return ascent vehicle
D01165	2024-083	Chang'e-6 Yidong Xiangji	LDSE	CN	Luna	 -153.9852	  -41.6385	C	LC	2024 May  3 0927:29	2024 Jun  1 2223:16	2024 Jun  4?	    2.000 	-	Ejected camera package
D01166	2024-U02	Chang'e-6 Shangsheng Qi	LDSE	CN	Luna	  180	  -40	AV	I	2024 Jun  3 2338	2024 Jun  8?	2024 Jun  8	    0.000 	-	Deorbited at end of mission
D01163	2024-083	Jiaohui duijie jigou	LDSE	CN	Luna	  180	  -40	C	IC	2024 May  3 0927:29	2024 Jun  8?	2024 Jun  7	    0.000 	-	Attached to ascent vehicle
D01180	2025-038A	IM-2 Athena	INTMA	US	Luna	  -29.1957	  -84.7906	L	L	2025 Feb 27 0016:30	2025 Mar  6 1728:50	2025 Mar  7 0543	    0.510 	-	Lander, toppled
D01186	2025-038	GRACE	INTMA	US	Luna	  -29.1957	  -84.7906	RO	LC	2025 Feb 27 0016:30	2025 Mar  6 1728:50	2025 Mar  7 0543	    0.510 	-	Rover, not deployed
D01187	2025-038	MAPP	LOUT	US	Luna	  -29.1957	  -84.7906	RO	LC	2025 Feb 27 0016:30	2025 Mar  6 1728:50	2025 Mar  7 0543	    0.510 	-	Rover, not deployed
D01188	2025-038	Yaoki	DYMON	J	Luna	  -29.1957	  -84.7906	RO	LC	2025 Feb 27 0016:30	2025 Mar  6 1728:50	2025 Mar  7 0543	    0.510 	-	Rover, not deployed
D01178	2025-010A	Blue Ghost	FFLY	US	Luna	   61.8103	   18.5623	L	L	2025 Jan 15 0611	2025 Mar  2 0834	2025 Mar 16 2315	   14.612 	-	Lander
F00040	1958-F15	AMS E-1 No. 1	OKB1	SU	Luna	-	-	I	F	1958 Sep 23 0903:23	-	1958 Sep 23 0904:55	    0.000 	-	Lunar impact probe, launch failure
F00044	1958-F17	AMS E-1 No. 2	OKB1	SU	Luna	-	-	I	F	1958 Oct 11 2341:58	-	1958 Oct 11 2343:42	    0.000 	-	Lunar impact probe, launch failure
